timestamp,device_id,device_type,status,output,good_output,defect_count,energy_kwh,temperature,vibration
2026-02-06 05:05:00,PRESS-001,冲压机,运行,124,122,2,109.07,30.1,0.2
2026-02-06 05:05:00,PRESS-002,冲压机,运行,160,159,1,110.55,31.6,0.8
2026-02-06 05:05:00,LASER-001,激光切割,运行,107,104,3,92.85,27.9,1.79
2026-02-06 05:05:00,LASER-002,激光切割,运行,89,86,3,77.13,26.4,1.38
2026-02-06 05:05:00,ASSEMBLY-001,装配线,运行,74,71,3,40.09,26.6,1.05
2026-02-06 05:05:00,ASSEMBLY-002,装配线,运行,82,80,2,34.28,27.2,0.62
2026-02-06 05:10:00,CNC-001,数控机床,运行,141,137,4,87.62,20.1,1.96
2026-02-06 05:10:00,CNC-002,数控机床,运行,97,96,1,73.85,29.4,1.41
2026-02-06 05:10:00,ROBOT-001,机械臂,运行,194,191,3,60.94,34.2,0.55
2026-02-06 05:10:00,ROBOT-002,机械臂,运行,146,143,3,50.54,30.3,1.5
2026-02-06 05:10:00,PRESS-001,冲压机,运行,124,123,1,121.85,25.8,1.81
2026-02-06 05:10:00,PRESS-002,冲压机,运行,156,155,1,117.39,23.4,0.98
2026-02-06 05:10:00,LASER-001,激光切割,运行,109,106,3,91.77,24.9,1.58
2026-02-06 05:10:00,LASER-002,激光切割,运行,107,106,1,87.01,22.2,0.88
2026-02-06 05:10:00,ASSEMBLY-001,装配线,运行,65,64,1,37.74,20.7,1.08
2026-02-06 05:10:00,ASSEMBLY-002,装配线,故障,0,0,0,3.8,18.3,0.0
2026-02-06 05:15:00,CNC-001,数控机床,运行,130,124,6,92.61,34.2,1.27
2026-02-06 05:15:00,CNC-002,数控机床,运行,110,108,2,72.65,29.7,0.61
2026-02-06 05:15:00,ROBOT-001,机械臂,运行,221,216,5,65.04,27.0,1.28
2026-02-06 05:15:00,ROBOT-002,机械臂,运行,214,207,7,50.77,35.0,1.01
2026-02-06 05:15:00,PRESS-001,冲压机,待机,0,0,0,36.0,23.3,0.0
2026-02-06 05:15:00,PRESS-002,冲压机,运行,137,132,5,114.82,25.1,0.57
2026-02-06 05:15:00,LASER-001,激光切割,运行,109,108,1,85.18,21.3,1.34
2026-02-06 05:15:00,LASER-002,激光切割,运行,79,78,1,89.46,23.1,1.7
2026-02-06 05:15:00,ASSEMBLY-001,装配线,运行,71,69,2,43.73,23.1,1.48
2026-02-06 05:15:00,ASSEMBLY-002,装配线,运行,62,61,1,38.1,22.0,1.07
2026-02-06 05:20:00,CNC-001,数控机床,运行,98,95,3,89.19,32.1,1.35
2026-02-06 05:20:00,CNC-002,数控机床,运行,117,113,4,84.45,29.5,1.97
2026-02-06 05:20:00,ROBOT-001,机械臂,运行,201,193,8,60.51,34.0,1.81
2026-02-06 05:20:00,ROBOT-002,机械臂,运行,181,177,4,50.55,24.0,1.19
2026-02-06 05:20:00,PRESS-001,冲压机,运行,175,170,5,122.75,32.0,0.18
2026-02-06 05:20:00,PRESS-002,冲压机,运行,118,115,3,103.25,22.2,0.38
2026-02-06 05:20:00,LASER-001,激光切割,运行,85,83,2,84.34,27.2,1.25
2026-02-06 05:20:00,LASER-002,激光切割,运行,99,97,2,89.85,23.1,0.96
2026-02-06 05:20:00,ASSEMBLY-001,装配线,运行,81,78,3,36.87,26.0,1.61
2026-02-06 05:20:00,ASSEMBLY-002,装配线,运行,82,79,3,39.81,31.5,0.8
2026-02-06 05:25:00,CNC-001,数控机床,运行,134,133,1,78.93,27.4,0.58
2026-02-06 05:25:00,CNC-002,数控机床,运行,121,119,2,84.89,23.6,1.77
2026-02-06 05:25:00,ROBOT-001,机械臂,故障,0,0,0,6.0,18.8,0.0
2026-02-06 05:25:00,ROBOT-002,机械臂,运行,201,197,4,59.73,30.3,0.64
2026-02-06 05:25:00,PRESS-001,冲压机,运行,165,161,4,114.65,22.2,1.65
2026-02-06 05:25:00,PRESS-002,冲压机,运行,159,155,4,111.94,33.0,1.28
2026-02-06 05:25:00,LASER-001,激光切割,运行,117,115,2,85.17,32.9,0.13
2026-02-06 05:25:00,LASER-002,激光切割,运行,82,80,2,84.9,26.7,0.46
2026-02-06 05:25:00,ASSEMBLY-001,装配线,待机,0,0,0,12.0,21.8,0.0
2026-02-06 05:25:00,ASSEMBLY-002,装配线,运行,68,66,2,41.61,31.1,1.9
2026-02-06 05:30:00,CNC-001,数控机床,运行,134,130,4,83.5,23.3,1.2
2026-02-06 05:30:00,CNC-002,数控机床,运行,109,107,2,85.52,22.8,0.82
2026-02-06 05:30:00,ROBOT-001,机械臂,运行,229,225,4,57.56,26.1,1.59
2026-02-06 05:30:00,ROBOT-002,机械臂,运行,147,144,3,51.63,20.3,0.53
2026-02-06 05:30:00,PRESS-001,冲压机,运行,164,157,7,121.61,23.8,0.17
2026-02-06 05:30:00,PRESS-002,冲压机,待机,0,0,0,33.0,20.9,0.0
2026-02-06 05:30:00,LASER-001,激光切割,运行,116,111,5,83.92,34.4,0.26
2026-02-06 05:30:00,LASER-002,激光切割,运行,90,89,1,86.84,23.5,1.69
2026-02-06 05:30:00,ASSEMBLY-001,装配线,运行,91,89,2,41.08,20.5,0.24
2026-02-06 05:30:00,ASSEMBLY-002,装配线,故障,0,0,0,3.8,21.0,0.0
2026-02-06 05:35:00,CNC-001,数控机床,待机,0,0,0,25.5,24.7,0.0
2026-02-06 05:35:00,CNC-002,数控机床,运行,115,111,4,81.95,27.9,1.74
2026-02-06 05:35:00,ROBOT-001,机械臂,运行,198,191,7,61.12,21.4,1.31
2026-02-06 05:35:00,ROBOT-002,机械臂,运行,192,187,5,50.97,34.4,0.62
2026-02-06 05:35:00,PRESS-001,冲压机,运行,122,121,1,117.04,22.3,0.56
2026-02-06 05:35:00,PRESS-002,冲压机,运行,146,141,5,117.23,25.0,1.52
2026-02-06 05:35:00,LASER-001,激光切割,故障,0,0,0,9.0,22.9,0.0
2026-02-06 05:35:00,LASER-002,激光切割,运行,83,79,4,90.31,34.5,1.25
2026-02-06 05:35:00,ASSEMBLY-001,装配线,运行,90,89,1,41.63,24.2,0.83
2026-02-06 05:35:00,ASSEMBLY-002,装配线,运行,61,60,1,36.55,24.5,1.56
2026-02-06 05:40:00,CNC-001,数控机床,运行,96,94,2,82.63,34.5,1.83
2026-02-06 05:40:00,CNC-002,数控机床,运行,96,92,4,85.02,31.6,1.32
2026-02-06 05:40:00,ROBOT-001,机械臂,运行,238,230,8,54.25,23.7,1.72
2026-02-06 05:40:00,ROBOT-002,机械臂,运行,155,153,2,58.24,22.7,0.1
2026-02-06 05:40:00,PRESS-001,冲压机,运行,177,175,2,119.87,28.2,1.73
2026-02-06 05:40:00,PRESS-002,冲压机,运行,117,115,2,120.92,31.8,1.04
2026-02-06 05:40:00,LASER-001,激光切割,运行,104,99,5,87.77,21.2,1.69
2026-02-06 05:40:00,LASER-002,激光切割,待机,0,0,0,25.5,18.4,0.0
2026-02-06 05:40:00,ASSEMBLY-001,装配线,运行,76,76,0,40.18,30.4,1.47
2026-02-06 05:40:00,ASSEMBLY-002,装配线,运行,71,70,1,40.13,30.5,0.83
2026-02-06 05:45:00,CNC-001,数控机床,运行,127,122,5,85.78,20.3,1.73
2026-02-06 05:45:00,CNC-002,数控机床,运行,113,109,4,78.35,27.1,1.91
2026-02-06 05:45:00,ROBOT-001,机械臂,运行,221,217,4,62.34,31.7,0.95
2026-02-06 05:45:00,ROBOT-002,机械臂,运行,201,196,5,53.37,20.5,0.94
2026-02-06 05:45:00,PRESS-001,冲压机,运行,162,156,6,113.17,33.8,1.56
2026-02-06 05:45:00,PRESS-002,冲压机,运行,139,136,3,105.66,20.4,1.17
2026-02-06 05:45:00,LASER-001,激光切割,故障,0,0,0,9.0,21.3,0.0
2026-02-06 05:45:00,LASER-002,激光切割,运行,89,85,4,91.8,28.6,1.62
2026-02-06 05:45:00,ASSEMBLY-001,装配线,运行,83,81,2,39.93,20.4,1.88
2026-02-06 05:45:00,ASSEMBLY-002,装配线,运行,72,70,2,35.02,23.3,1.11
2026-02-06 05:50:00,CNC-001,数控机床,待机,0,0,0,25.5,21.2,0.0
2026-02-06 05:50:00,CNC-002,数控机床,运行,107,104,3,73.03,29.4,1.72
2026-02-06 05:50:00,ROBOT-001,机械臂,运行,185,177,8,55.23,22.6,1.53
2026-02-06 05:50:00,ROBOT-002,机械臂,运行,151,149,2,58.7,30.9,1.64
2026-02-06 05:50:00,PRESS-001,冲压机,运行,160,158,2,109.6,34.1,1.43
2026-02-06 05:50:00,PRESS-002,冲压机,运行,127,126,1,116.73,28.3,0.8
2026-02-06 05:50:00,LASER-001,激光切割,运行,86,85,1,85.41,28.2,1.5
2026-02-06 05:50:00,LASER-002,激光切割,运行,112,108,4,87.13,24.5,0.42
2026-02-06 05:50:00,ASSEMBLY-001,装配线,运行,74,72,2,37.62,24.6,1.86
2026-02-06 05:50:00,ASSEMBLY-002,装配线,运行,83,80,3,41.0,32.2,0.98
2026-02-06 05:55:00,CNC-001,数控机床,运行,131,126,5,81.98,26.8,0.98
2026-02-06 05:55:00,CNC-002,数控机床,待机,0,0,0,24.0,20.3,0.0
2026-02-06 05:55:00,ROBOT-001,机械臂,运行,180,173,7,61.51,25.8,1.88
2026-02-06 05:55:00,ROBOT-002,机械臂,运行,216,209,7,56.62,26.7,0.68
2026-02-06 05:55:00,PRESS-001,冲压机,运行,129,126,3,110.96,22.5,1.81
2026-02-06 05:55:00,PRESS-002,冲压机,运行,138,133,5,117.63,25.4,1.69
2026-02-06 05:55:00,LASER-001,激光切割,运行,109,108,1,97.05,23.0,0.87
2026-02-06 05:55:00,LASER-002,激光切割,故障,0,0,0,8.5,22.3,0.0
2026-02-06 05:55:00,ASSEMBLY-001,装配线,运行,72,69,3,43.03,29.2,1.68
2026-02-06 05:55:00,ASSEMBLY-002,装配线,运行,63,62,1,36.24,23.6,0.25
2026-02-06 06:00:00,CNC-001,数控机床,运行,118,116,2,88.26,31.1,1.57
2026-02-06 06:00:00,CNC-002,数控机床,待机,0,0,0,24.0,20.8,0.0
2026-02-06 06:00:00,ROBOT-001,机械臂,运行,233,227,6,57.37,21.0,1.36
2026-02-06 06:00:00,ROBOT-002,机械臂,运行,202,193,9,53.59,31.6,1.16
2026-02-06 06:00:00,PRESS-001,冲压机,运行,144,142,2,112.81,20.8,1.97
2026-02-06 06:00:00,PRESS-002,冲压机,运行,155,150,5,105.64,30.6,0.6
2026-02-06 06:00:00,LASER-001,激光切割,运行,119,114,5,86.14,27.8,1.33
2026-02-06 06:00:00,LASER-002,激光切割,运行,87,85,2,86.03,29.9,1.82
2026-02-06 06:00:00,ASSEMBLY-001,装配线,运行,68,67,1,42.42,32.7,0.77
2026-02-06 06:00:00,ASSEMBLY-002,装配线,待机,0,0,0,11.4,24.5,0.0
2026-02-06 06:05:00,CNC-001,数控机床,运行,136,131,5,85.14,22.1,1.43
2026-02-06 06:05:00,CNC-002,数控机床,运行,111,110,1,80.77,30.6,0.27
2026-02-06 06:05:00,ROBOT-001,机械臂,运行,185,183,2,65.35,32.4,0.85
2026-02-06 06:05:00,ROBOT-002,机械臂,运行,178,174,4,59.77,24.2,0.32
2026-02-06 06:05:00,PRESS-001,冲压机,运行,156,149,7,129.02,35.0,0.6
2026-02-06 06:05:00,PRESS-002,冲压机,运行,151,147,4,101.1,21.1,1.04
2026-02-06 06:05:00,LASER-001,激光切割,运行,112,108,4,81.73,28.8,0.19
2026-02-06 06:05:00,LASER-002,激光切割,运行,84,81,3,79.46,31.4,0.56
2026-02-06 06:05:00,ASSEMBLY-001,装配线,运行,75,72,3,43.24,25.6,0.55
2026-02-06 06:05:00,ASSEMBLY-002,装配线,运行,64,64,0,34.25,22.9,1.45
2026-02-06 06:10:00,CNC-001,数控机床,待机,0,0,0,25.5,23.2,0.0
2026-02-06 06:10:00,CNC-002,数控机床,运行,104,100,4,80.86,30.7,1.09
2026-02-06 06:10:00,ROBOT-001,机械臂,运行,178,172,6,56.56,20.7,0.4
2026-02-06 06:10:00,ROBOT-002,机械臂,待机,0,0,0,16.5,19.9,0.0
2026-02-06 06:10:00,PRESS-001,冲压机,运行,160,154,6,128.67,25.0,0.23
2026-02-06 06:10:00,PRESS-002,冲压机,运行,160,156,4,111.03,33.6,1.86
2026-02-06 06:10:00,LASER-001,激光切割,运行,84,82,2,94.2,21.4,1.15
2026-02-06 06:10:00,LASER-002,激光切割,运行,80,79,1,78.77,26.4,1.15
2026-02-06 06:10:00,ASSEMBLY-001,装配线,运行,66,63,3,42.38,27.8,0.91
2026-02-06 06:10:00,ASSEMBLY-002,装配线,运行,62,62,0,40.23,33.6,0.24
2026-02-06 06:15:00,CNC-001,数控机床,运行,132,127,5,86.69,30.0,0.47
2026-02-06 06:15:00,CNC-002,数控机床,故障,0,0,0,8.0,24.8,0.0
2026-02-06 06:15:00,ROBOT-001,机械臂,运行,186,183,3,64.63,27.2,0.22
2026-02-06 06:15:00,ROBOT-002,机械臂,运行,151,145,6,54.6,31.9,1.09
2026-02-06 06:15:00,PRESS-001,冲压机,运行,174,170,4,112.23,26.1,1.35
2026-02-06 06:15:00,PRESS-002,冲压机,运行,141,136,5,100.47,32.7,1.24
2026-02-06 06:15:00,LASER-001,激光切割,运行,92,91,1,88.73,33.7,0.85
2026-02-06 06:15:00,LASER-002,激光切割,运行,90,88,2,76.84,31.9,1.14
2026-02-06 06:15:00,ASSEMBLY-001,装配线,运行,87,85,2,38.03,32.3,1.02
2026-02-06 06:15:00,ASSEMBLY-002,装配线,运行,82,78,4,34.6,24.0,1.37
2026-02-06 06:20:00,CNC-001,数控机床,运行,106,102,4,88.99,28.8,1.53
2026-02-06 06:20:00,CNC-002,数控机床,运行,131,127,4,73.55,29.5,1.12
2026-02-06 06:20:00,ROBOT-001,机械臂,运行,201,192,9,57.13,30.7,0.52
2026-02-06 06:20:00,ROBOT-002,机械臂,运行,165,161,4,60.06,32.4,0.24
2026-02-06 06:20:00,PRESS-001,冲压机,运行,126,122,4,113.75,28.5,0.18
2026-02-06 06:20:00,PRESS-002,冲压机,运行,130,125,5,118.09,33.5,1.58
2026-02-06 06:20:00,LASER-001,激光切割,运行,102,100,2,83.25,26.5,0.28
2026-02-06 06:20:00,LASER-002,激光切割,运行,107,103,4,77.16,32.2,1.52
2026-02-06 06:20:00,ASSEMBLY-001,装配线,运行,77,76,1,36.75,32.4,1.22
2026-02-06 06:20:00,ASSEMBLY-002,装配线,运行,65,64,1,36.19,20.4,0.38
2026-02-06 06:25:00,CNC-001,数控机床,运行,139,133,6,86.66,25.8,0.66
2026-02-06 06:25:00,CNC-002,数控机床,运行,123,119,4,77.0,34.2,0.9
2026-02-06 06:25:00,ROBOT-001,机械臂,运行,176,171,5,57.46,22.8,0.84
2026-02-06 06:25:00,ROBOT-002,机械臂,运行,148,143,5,56.96,29.3,0.13
2026-02-06 06:25:00,PRESS-001,冲压机,运行,126,124,2,128.97,26.2,1.77
2026-02-06 06:25:00,PRESS-002,冲压机,运行,155,149,6,112.43,31.1,1.23
2026-02-06 06:25:00,LASER-001,激光切割,运行,98,94,4,88.96,24.6,1.48
2026-02-06 06:25:00,LASER-002,激光切割,运行,94,92,2,92.2,28.4,0.2
2026-02-06 06:25:00,ASSEMBLY-001,装配线,运行,88,85,3,42.66,29.3,0.92
2026-02-06 06:25:00,ASSEMBLY-002,装配线,运行,63,63,0,35.32,24.5,1.26
2026-02-06 06:30:00,CNC-001,数控机床,运行,105,102,3,92.62,29.6,1.69
2026-02-06 06:30:00,CNC-002,数控机床,运行,120,118,2,75.15,31.8,1.93
2026-02-06 06:30:00,ROBOT-001,机械臂,运行,237,229,8,63.28,26.8,0.57
2026-02-06 06:30:00,ROBOT-002,机械臂,运行,188,183,5,53.52,27.3,0.48
2026-02-06 06:30:00,PRESS-001,冲压机,运行,135,131,4,127.23,22.6,0.55
2026-02-06 06:30:00,PRESS-002,冲压机,运行,144,137,7,103.14,23.0,0.92
2026-02-06 06:30:00,LASER-001,激光切割,运行,90,88,2,86.57,34.3,0.99
2026-02-06 06:30:00,LASER-002,激光切割,运行,101,97,4,84.1,30.2,1.04
2026-02-06 06:30:00,ASSEMBLY-001,装配线,运行,67,65,2,42.42,27.2,0.81
2026-02-06 06:30:00,ASSEMBLY-002,装配线,待机,0,0,0,11.4,22.7,0.0
2026-02-06 06:35:00,CNC-001,数控机床,运行,133,127,6,83.17,25.8,0.67
2026-02-06 06:35:00,CNC-002,数控机床,运行,97,96,1,79.73,26.8,0.67
2026-02-06 06:35:00,ROBOT-001,机械臂,运行,184,178,6,55.49,24.4,0.46
2026-02-06 06:35:00,ROBOT-002,机械臂,运行,213,211,2,58.82,31.3,0.11
2026-02-06 06:35:00,PRESS-001,冲压机,运行,123,122,1,113.04,32.3,1.86
2026-02-06 06:35:00,PRESS-002,冲压机,运行,138,134,4,109.67,24.9,1.33
2026-02-06 06:35:00,LASER-001,激光切割,运行,107,102,5,93.22,21.3,0.55
2026-02-06 06:35:00,LASER-002,激光切割,运行,108,106,2,78.07,34.4,1.47
2026-02-06 06:35:00,ASSEMBLY-001,装配线,运行,85,82,3,36.51,27.9,0.24
2026-02-06 06:35:00,ASSEMBLY-002,装配线,运行,65,63,2,39.1,24.2,0.27
2026-02-06 06:40:00,CNC-001,数控机床,运行,135,132,3,91.54,31.5,1.3
2026-02-06 06:40:00,CNC-002,数控机床,运行,128,122,6,78.1,21.2,1.37
2026-02-06 06:40:00,ROBOT-001,机械臂,运行,168,162,6,55.8,29.3,1.58
2026-02-06 06:40:00,ROBOT-002,机械臂,运行,207,205,2,52.68,26.1,1.24
2026-02-06 06:40:00,PRESS-001,冲压机,运行,155,151,4,112.95,29.3,1.29
2026-02-06 06:40:00,PRESS-002,冲压机,运行,116,111,5,107.98,30.5,1.17
2026-02-06 06:40:00,LASER-001,激光切割,运行,82,80,2,92.75,31.4,0.77
2026-02-06 06:40:00,LASER-002,激光切割,待机,0,0,0,25.5,19.6,0.0
2026-02-06 06:40:00,ASSEMBLY-001,装配线,运行,91,91,0,36.08,26.1,0.14
2026-02-06 06:40:00,ASSEMBLY-002,装配线,运行,81,78,3,41.48,23.6,1.9
2026-02-06 06:45:00,CNC-001,数控机床,运行,106,105,1,85.96,24.6,0.45
2026-02-06 06:45:00,CNC-002,数控机床,运行,99,96,3,78.34,20.6,1.0
2026-02-06 06:45:00,ROBOT-001,机械臂,运行,199,192,7,65.02,30.7,1.04
2026-02-06 06:45:00,ROBOT-002,机械臂,运行,158,153,5,52.76,20.3,1.16
2026-02-06 06:45:00,PRESS-001,冲压机,运行,164,159,5,129.04,31.4,0.85
2026-02-06 06:45:00,PRESS-002,冲压机,运行,165,162,3,111.37,22.8,1.78
2026-02-06 06:45:00,LASER-001,激光切割,运行,114,112,2,86.55,32.5,0.36
2026-02-06 06:45:00,LASER-002,激光切割,运行,85,81,4,83.16,28.8,0.83
2026-02-06 06:45:00,ASSEMBLY-001,装配线,运行,82,81,1,37.2,30.1,0.2
2026-02-06 06:45:00,ASSEMBLY-002,装配线,运行,77,74,3,40.34,27.0,0.23
2026-02-06 06:50:00,CNC-001,数控机床,运行,143,140,3,91.91,26.1,1.72
2026-02-06 06:50:00,CNC-002,数控机床,运行,109,107,2,75.68,25.9,1.92
2026-02-06 06:50:00,ROBOT-001,机械臂,运行,166,161,5,62.49,24.6,1.0
2026-02-06 06:50:00,ROBOT-002,机械臂,运行,165,161,4,59.27,28.6,1.69
2026-02-06 06:50:00,PRESS-001,冲压机,运行,174,168,6,127.42,33.0,0.47
2026-02-06 06:50:00,PRESS-002,冲压机,运行,113,110,3,114.53,32.5,1.01
2026-02-06 06:50:00,LASER-001,激光切割,运行,102,101,1,92.11,20.7,0.76
2026-02-06 06:50:00,LASER-002,激光切割,待机,0,0,0,25.5,20.2,0.0
2026-02-06 06:50:00,ASSEMBLY-001,装配线,运行,94,90,4,36.37,24.1,1.63
2026-02-06 06:50:00,ASSEMBLY-002,装配线,运行,83,80,3,40.85,21.4,0.99
2026-02-06 06:55:00,CNC-001,数控机床,运行,105,104,1,78.75,20.4,1.89
2026-02-06 06:55:00,CNC-002,数控机床,运行,89,87,2,73.14,30.8,1.05
2026-02-06 06:55:00,ROBOT-001,机械臂,运行,238,233,5,54.43,31.9,0.41
2026-02-06 06:55:00,ROBOT-002,机械臂,运行,200,196,4,51.75,33.8,1.29
2026-02-06 06:55:00,PRESS-001,冲压机,运行,142,136,6,121.53,33.0,0.98
2026-02-06 06:55:00,PRESS-002,冲压机,运行,114,110,4,112.03,24.9,1.87
2026-02-06 06:55:00,LASER-001,激光切割,运行,82,82,0,87.17,28.4,0.71
2026-02-06 06:55:00,LASER-002,激光切割,运行,109,105,4,80.38,21.5,0.43
2026-02-06 06:55:00,ASSEMBLY-001,装配线,运行,85,83,2,38.72,20.4,0.98
2026-02-06 06:55:00,ASSEMBLY-002,装配线,运行,65,63,2,37.4,23.2,0.89
2026-02-06 07:00:00,CNC-001,数控机床,运行,105,103,2,80.84,33.6,1.5
2026-02-06 07:00:00,CNC-002,数控机床,运行,98,96,2,83.48,31.6,1.76
2026-02-06 07:00:00,ROBOT-001,机械臂,运行,210,204,6,65.18,26.6,0.49
2026-02-06 07:00:00,ROBOT-002,机械臂,运行,188,180,8,59.46,21.6,0.34
2026-02-06 07:00:00,PRESS-001,冲压机,运行,151,144,7,116.01,26.3,1.86
2026-02-06 07:00:00,PRESS-002,冲压机,运行,168,163,5,104.86,24.8,0.66
2026-02-06 07:00:00,LASER-001,激光切割,待机,0,0,0,27.0,22.2,0.0
2026-02-06 07:00:00,LASER-002,激光切割,运行,90,86,4,80.29,22.9,0.69
2026-02-06 07:00:00,ASSEMBLY-001,装配线,运行,88,87,1,43.96,33.6,1.36
2026-02-06 07:00:00,ASSEMBLY-002,装配线,运行,81,79,2,37.74,29.6,1.66
2026-02-06 07:05:00,CNC-001,数控机床,运行,116,111,5,89.66,34.3,1.69
2026-02-06 07:05:00,CNC-002,数控机床,运行,114,111,3,84.8,27.9,1.32
2026-02-06 07:05:00,ROBOT-001,机械臂,运行,187,182,5,54.59,27.1,0.23
2026-02-06 07:05:00,ROBOT-002,机械臂,运行,151,148,3,59.47,30.0,1.04
2026-02-06 07:05:00,PRESS-001,冲压机,运行,120,117,3,118.26,31.4,0.85
2026-02-06 07:05:00,PRESS-002,冲压机,运行,134,133,1,104.05,21.7,1.42
2026-02-06 07:05:00,LASER-001,激光切割,运行,81,78,3,92.78,25.5,1.21
2026-02-06 07:05:00,LASER-002,激光切割,运行,100,97,3,86.31,23.2,1.55
2026-02-06 07:05:00,ASSEMBLY-001,装配线,运行,73,70,3,42.4,31.7,0.52
2026-02-06 07:05:00,ASSEMBLY-002,装配线,运行,78,77,1,41.11,25.3,1.21
2026-02-06 07:10:00,CNC-001,数控机床,运行,137,134,3,83.63,25.7,1.4
2026-02-06 07:10:00,CNC-002,数控机床,运行,131,129,2,77.19,30.6,0.54
2026-02-06 07:10:00,ROBOT-001,机械臂,运行,211,208,3,65.57,27.6,1.21
2026-02-06 07:10:00,ROBOT-002,机械臂,运行,177,171,6,53.5,25.4,1.02
2026-02-06 07:10:00,PRESS-001,冲压机,运行,157,151,6,131.39,25.8,1.09
2026-02-06 07:10:00,PRESS-002,冲压机,运行,117,116,1,99.32,28.8,0.97
2026-02-06 07:10:00,LASER-001,激光切割,运行,88,86,2,87.85,25.5,1.04
2026-02-06 07:10:00,LASER-002,激光切割,运行,78,76,2,84.51,29.3,1.17
2026-02-06 07:10:00,ASSEMBLY-001,装配线,运行,85,84,1,38.9,32.1,1.57
2026-02-06 07:10:00,ASSEMBLY-002,装配线,运行,69,67,2,40.43,31.6,0.51
2026-02-06 07:15:00,CNC-001,数控机床,运行,126,122,4,79.89,26.6,0.18
2026-02-06 07:15:00,CNC-002,数控机床,运行,108,106,2,80.52,31.2,0.68
2026-02-06 07:15:00,ROBOT-001,机械臂,运行,161,155,6,59.61,34.2,1.35
2026-02-06 07:15:00,ROBOT-002,机械臂,待机,0,0,0,16.5,22.1,0.0
2026-02-06 07:15:00,PRESS-001,冲压机,运行,149,144,5,114.67,28.8,0.79
2026-02-06 07:15:00,PRESS-002,冲压机,运行,151,146,5,103.73,27.7,1.58
2026-02-06 07:15:00,LASER-001,激光切割,运行,120,119,1,93.89,29.9,1.48
2026-02-06 07:15:00,LASER-002,激光切割,运行,83,80,3,81.12,22.6,1.55
2026-02-06 07:15:00,ASSEMBLY-001,装配线,运行,75,74,1,39.64,26.3,0.5
2026-02-06 07:15:00,ASSEMBLY-002,装配线,运行,72,69,3,36.98,31.7,1.17
2026-02-06 07:20:00,CNC-001,数控机床,故障,0,0,0,8.5,20.1,0.0
2026-02-06 07:20:00,CNC-002,数控机床,运行,90,89,1,72.82,29.8,1.0
2026-02-06 07:20:00,ROBOT-001,机械臂,故障,0,0,0,6.0,24.2,0.0
2026-02-06 07:20:00,ROBOT-002,机械臂,运行,198,190,8,55.43,24.1,0.34
2026-02-06 07:20:00,PRESS-001,冲压机,运行,147,140,7,111.55,26.4,1.92
2026-02-06 07:20:00,PRESS-002,冲压机,运行,121,120,1,107.1,28.9,0.42
2026-02-06 07:20:00,LASER-001,激光切割,运行,92,89,3,89.64,27.6,0.37
2026-02-06 07:20:00,LASER-002,激光切割,运行,85,83,2,83.87,25.4,1.24
2026-02-06 07:20:00,ASSEMBLY-001,装配线,待机,0,0,0,12.0,21.4,0.0
2026-02-06 07:20:00,ASSEMBLY-002,装配线,运行,79,77,2,34.39,33.7,1.64
2026-02-06 07:25:00,CNC-001,数控机床,运行,108,106,2,81.24,24.5,0.73
2026-02-06 07:25:00,CNC-002,数控机床,运行,123,118,5,79.19,27.4,0.97
2026-02-06 07:25:00,ROBOT-001,机械臂,运行,237,230,7,62.17,27.5,0.76
2026-02-06 07:25:00,ROBOT-002,机械臂,运行,208,200,8,49.87,20.5,1.07
2026-02-06 07:25:00,PRESS-001,冲压机,运行,161,156,5,128.9,33.0,1.07
2026-02-06 07:25:00,PRESS-002,冲压机,运行,119,117,2,108.59,27.4,0.33
2026-02-06 07:25:00,LASER-001,激光切割,运行,84,82,2,84.5,23.4,0.78
2026-02-06 07:25:00,LASER-002,激光切割,运行,79,76,3,85.74,22.6,0.58
2026-02-06 07:25:00,ASSEMBLY-001,装配线,运行,90,88,2,43.93,20.8,0.92
2026-02-06 07:25:00,ASSEMBLY-002,装配线,运行,84,83,1,35.33,33.4,0.48
2026-02-06 07:30:00,CNC-001,数控机床,运行,101,97,4,81.14,34.9,0.18
2026-02-06 07:30:00,CNC-002,数控机床,故障,0,0,0,8.0,19.6,0.0
2026-02-06 07:30:00,ROBOT-001,机械臂,运行,214,211,3,59.92,29.7,0.75
2026-02-06 07:30:00,ROBOT-002,机械臂,运行,216,212,4,58.52,20.1,0.54
2026-02-06 07:30:00,PRESS-001,冲压机,运行,146,143,3,127.53,27.7,0.7
2026-02-06 07:30:00,PRESS-002,冲压机,运行,115,113,2,118.18,21.6,0.8
2026-02-06 07:30:00,LASER-001,激光切割,运行,83,82,1,94.42,26.3,1.62
2026-02-06 07:30:00,LASER-002,激光切割,运行,90,89,1,79.26,34.5,1.9
2026-02-06 07:30:00,ASSEMBLY-001,装配线,运行,67,67,0,41.06,23.8,1.38
2026-02-06 07:30:00,ASSEMBLY-002,装配线,运行,87,86,1,35.48,29.9,0.44
2026-02-06 07:35:00,CNC-001,数控机床,运行,98,95,3,81.12,34.9,1.9
2026-02-06 07:35:00,CNC-002,数控机床,运行,97,96,1,74.13,21.9,0.52
2026-02-06 07:35:00,ROBOT-001,机械臂,运行,203,200,3,54.34,28.1,1.87
2026-02-06 07:35:00,ROBOT-002,机械臂,运行,191,186,5,58.15,32.5,1.86
